p1,p2,p3,valid,cells,case_path
0.2789780835161155,5.674536672936148,1.500469074128086,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175716_cd18e1d5b8cd4de586e170bcbdf61f55
0.4413042105576753,5.052543493591267,0.4115562960843639,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175719_6958748724b74be8aefd85cfc84f1e4e
0.39601910882384084,5.610728361416834,0.7033623470540308,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175720_52dae8cfef354639aacc5953c9a6593f
0.16124396912496836,3.2853775211854606,0.9798857561119584,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175720_79cff2e3b78f408b9657d341e42c296d
0.49178849079039355,5.332306343032037,0.419577475840643,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175720_2738179fb67645a3b5cfdb2b4ee8a640
0.4360618209022572,5.31926724912779,1.414010804598471,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175721_8d755369327d434d83f75b4e75e9917b
0.4433737895062406,4.846421001360527,0.38209366565437497,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175721_8bbc0b701e674932a17e32b9a273305a
0.40597163792254964,5.166017581185363,1.15362639938818,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175722_8c155acb13194631a2403921785bf043
0.18361772932023412,3.796683216775289,0.29296396985226925,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175722_30c8f948ddd046b09a6d69927403d68f
0.4963964956987371,5.471907426304759,0.04973673703472284,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175723_a866681b1abf40a1add7ee9af636cb08
0.20570041902752736,4.05241949416054,1.4252382258785412,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175723_4cba0bda52bd469ca4146aaab96a10be
0.41357036322351726,5.035518266513234,1.0831616227747842,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175723_a3d8a18969f54f3db3c756f7a3c0ca6a
0.15374960627957318,4.023314577044264,0.29461010523232173,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175724_2d6c40ec1e5740a0a17b19f9e275173a
0.15898641488042542,4.064737708848677,0.12257467918500695,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175724_eeb955fa0a554a418161279c3399ff2b
0.32650397879183984,4.07681258001517,0.4056323087160072,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175725_1b6b2eda20144daeac9fbd5f0f9f301b
0.14049561885140027,4.685167512972582,1.2207323242396806,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175725_14e1ff6a4b194325a61634ae47620acd
0.45466540035968206,3.4667161485098346,0.5362070629537489,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175725_61a024bae9a74c06b15e4f9ec20d5263
0.27975941101841995,5.703727845373498,0.7631981457656395,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175726_29338c7b504b4342acb617b0003df709
0.1516235867697099,3.6631315625813867,0.022789453728300716,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175726_dc5a9b5ce40d43f6b604ccfa34340536
0.34755450070432375,5.443716121801123,0.8227471352914033,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175727_a01ccc4f4636402c9df95d9e712d1d70
0.23314652776305678,4.826717342276314,1.450924072533159,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175727_fd36b6ef8e20459a92c90c8af8aed873
0.12897880009140672,3.993219169008,0.10946767151245519,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175727_2e2c41a6edb14c66846a796252bce42b
0.22307526342714037,4.713417629941162,1.1897114562061868,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175728_b74102e7949c4959b40fd19db61cb260
0.39132506260886146,5.500671249196308,1.3796591503980464,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175728_fd601939dd8f41589869c30a29676d1e
0.13145172775413855,4.857459636308481,1.0919992900413145,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175729_4aa917a3e38a4f66be8a28df02b132f6
0.2675774892886382,3.44742384374534,0.24986282801975196,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175729_fd87cd6a648948698e5746e266bceba4
0.49323543742781273,3.6157296610745364,0.40537091132464503,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175729_7aaf31cdd38043919acd424b5bab52f5
0.3934074890510848,5.9023115877692005,0.37222627336053743,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175730_704e98b95d2048498c72733ce8ed03e3
0.2431181830341493,5.854745971283535,0.7182553039930771,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175730_b813b8932f3847179eaede04aab63a8a
0.3766030498215799,3.6677032369325797,0.5914044888124996,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175731_7e3d732717c44d7ba1405a6a63235790
0.12534781503178297,5.759582207774954,1.4971428945731258,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175731_5696aac1e5f04295b89087a2254456e5
0.3378895183019123,4.781219092746511,0.7151426381059731,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175731_db4545fb2dfd45d38b57fc6242abede7
0.3900510549911558,4.02054741004841,1.0765867297377039,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175732_0182c92b339842e599752571269a75b3
0.12240304818683605,4.084854851585575,0.8706296640959663,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175732_22fb035af67748da8268df4c42e02313
0.35341873040308325,4.063218494173592,1.2488525872554141,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175733_a456925cc23d4d599fc5000bb84f55b7
0.2022626487848673,5.450130383098713,0.613467518037017,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175733_579ac4fcd8c44f23b389621581da0b1c
0.15479228872302775,3.8976584385620736,0.2804010376211864,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175733_84152eb8249940899be728a21c1e55b9
0.3469438109308164,5.385416426025509,1.2014772228038355,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175734_80c1cebcc9c24a69adac94339e1336a0
0.3403858581773649,5.973086031429544,0.043744001212003635,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175734_4e39c27be6fc4f9883cc54ed2e3438cf
0.24394244296352394,3.053140744176135,0.5194223500192034,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175735_239139ed1de043f7a3a67f359b622962
0.264513272162487,5.645010092039067,1.4297122876828217,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175735_5b85040929724fe087bcd70e3e3a69c1
0.27852673540782635,5.211575031495682,1.2216101911882027,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175735_73cade186af24e0f93d49615ab4fe844
0.2505336111030134,5.13771328548668,1.098268306694616,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175736_7fddc05cffb24883af966defe8c32024
0.1844329884342258,3.463697644218878,0.7527491240087153,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175736_55d9cb7a755d45d8bcf065a407304899
0.252513515108824,5.099791878117279,0.3199426498241069,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175737_669627becc124a479dda9d4f8685fb5e
0.40903817569031764,3.315624864472055,0.3598749980079602,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175737_296291251f0e4100b024f1108fd5a7ce
0.40865738118182005,4.9475503620000465,1.1000328590634485,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175737_e3b67bf3794048d390c7b2411f71ab49
0.10436074344045164,4.552237304127015,1.5278910530411558,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175738_4124abc950814d809c425cfcc54aa263
0.4626021208479154,5.257039814602145,0.04513476873907207,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175738_7c94bd297f1e4151964b7151009d88f2
0.4897183462078023,3.737136653123817,0.6569002342304876,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175739_b0981325087d4298aca06cc0249fb1f5
0.15729389664606447,3.035462303536896,0.363438209469572,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175739_5cdc0c8c444b43c48935e68b5ca3c865
0.1508356771085169,3.9989348545553187,0.5457976127401318,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175739_a79a32bf3729457abc4707f496629914
0.38045750129729294,3.8300043464191846,1.545749352737593,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175740_0d5338f50270400e982f3cf3815bea06
0.21857850820064662,3.9659353554324266,0.8733891433549928,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175740_ff84dd1579cc4c3f9fd9e04c33ab9ffb
0.2347015828807284,3.0281775524662944,0.15407788724709218,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175741_f56049da371947519a215e2be793f1ea
0.177890326217291,3.1495021261541205,0.20363544352928853,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175741_867ae824998b498398599ebcae1c395a
0.16221462888857419,3.094828260362958,1.093182848914938,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175741_2600eb9ab9874fb08a836db6720ffa7a
0.17899879542966146,4.238246420945659,1.5475686336633805,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175742_3e9d4b4d19d84b3c9b0ad9b6e7562a34
0.4410268313745934,5.084373053628365,0.7786641290521793,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175742_0bca47d5d9d043f4a698d6b8de3de99d
0.4527206099548756,3.785464993640247,0.27591081210510837,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175743_3b946b6ee45e43c3abf350163304d38c
0.12536873660072972,3.607863932016181,1.0054608042527686,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175743_bb046ce920b34afc9a4c22334db2c24e
0.18125472567585355,3.8557367925407333,0.664238979217888,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175743_77cf95d36e0741a6bce1ba59402f13b4
0.47389010738169013,3.122943319999163,0.7487210777401276,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175744_fef8a6428e1c43bd9c2b6828d337cced
0.40077900315872617,3.9834379121096797,1.4560524918000521,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175744_bba0f35c8ed849d58d689955add34d81
0.2763901793654071,4.789901332396725,0.9022172544226867,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175745_eadfbc90cad749f49241c28f015267d1
0.2442256585353474,5.1470403703250875,1.3119684996361962,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175745_eb31180a1fbb4c11aff1765cf20b3e3b
0.13398428522674286,3.1714138057962598,0.8074592423050674,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175745_3a3ac6e9732d47a1a83113b066da09a1
0.39312225388591515,4.6496995552882785,1.3046582223021526,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175746_bc8e5564efc540eea5165304e3b0904d
0.4507188850969833,3.4444622063820005,0.35652935301134375,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175746_2c197b9a8de6482cac2cf5e8d26adb4b
0.429385787306111,5.005126900497223,0.30897364887388845,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175747_bd346a860b9c4d7c843bc4334e628961
0.3379444590051486,4.6196513300344675,0.5022779039370457,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175747_f31d7904276d44dbbd02dd3197202473
0.3004956700379054,3.0037707557222304,0.34251559983486435,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175747_91c2d7c3e6ef402a86b17a62bce6061e
0.2581495153798754,4.954725747717809,0.5416333303746406,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175748_57b51c1c8ca0433fa3744b78e7c4cc37
0.20596819374449402,4.587419430784932,1.0020145632903903,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175748_404c0f7752e04b81938b129652def6a1
0.449546970862979,5.744426626045772,1.5320647474195401,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175749_7f9bfe1ba0fa4b94ab8c140be9b5320c
0.282166015325655,3.8957850843051682,1.258661755684324,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175749_e829cf5fa1d2465cb07d697988056967
0.2805892819910655,3.4685364615577496,1.3420442926288454,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175749_34e30151cb1b4a05b1515cacc00085e0
0.1622864708544547,5.059220260852714,1.3664055520209135,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175750_4d9ba50ba90c4b368f71bdf275bf20a6
0.349765358142272,5.378517383450632,1.261202618155715,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175750_54db55869aa64f90bd86272e517cc7db
0.35097721892405986,3.554389297929614,0.2877355984709828,0,,/Users/marcobarbacci/ResearchProject/4th-Year-Research-Project/2D_Reactor/generate_mesh/20251011_175751_a8b38f7586fe47758c0a77aeeb4e681c
